1#1+ы#1+а#1+ов#1+у#1+ам#1#1+ы#1+ом#1+ами#1+е#1+ах
0=аборт,1=аборт
0=мучение,1=мучени
0=мышление,1=мышлени
0=наблюдение,1=наблюдени
0=наведение,1=наведени
0=наводнение,1=наводнени
0=название,1=названи
0=назначение,1=назначени
0=наименование,1=наименовани
0=наказание,1=наказани
0=накопление,1=накоплени
0=наличие,1=наличи
0=налогообложение,1=налогообложени
0=наложение,1=наложени
0=намерение,1=намерени
0=нанесение,1=нанесени
0=нападение,1=нападени
0=написание,1=написани
0=напоминание,1=напоминани
0=направление,1=направлени
0=напряжение,1=напряжени
0=наращивание,1=наращивани
0=нарушение,1=нарушени
0=насаждение,1=насаждени
0=население,1=населени
0=насилие,1=насили
0=наслаждение,1=наслаждени
0=наследие,1=наследи
0=наставление,1=наставлени
0=настроение,1=настроени
0=наступление,1=наступлени
0=нахождение,1=нахождени
0=начинание,1=начинани
0=нашествие,1=нашестви
0=небытие,1=небыти
0=негодование,1=негодовани
0=недоверие,1=недовери
0=недоразумение,1=недоразумени
0=недоумение,1=недоумени
0=нежелание,1=нежелани
0=незнание,1=незнани
0=непонимание,1=непонимани
0=неприятие,1=неприяти
0=несоответствие,1=несоответстви
0=нетерпение,1=нетерпени
0=нововведение,1=нововведени
0=обаяние,1=обаяни
0=обвинение,1=обвинени
0=обеспечение,1=обеспечени
0=обещание,1=обещани
0=обжалование,1=обжаловани
0=обилие,1=обили
0=обитание,1=обитани
0=облегчение,1=облегчени
0=обнаружение,1=обнаружени
0=обновление,1=обновлени
0=обобщение,1=обобщени
0=обогащение,1=обогащени
0=обозначение,1=обозначени
0=обозрение,1=обозрени
0=оборудование,1=оборудовани
0=обоснование,1=обосновани
0=обострение,1=обострени
0=образование,1=образовани
0=обращение,1=обращени
0=обследование,1=обследовани
0=обслуживание,1=обслуживани
0=обсуждение,1=обсуждени
0=обучение,1=обучени
0=общежитие,1=общежити
0=общение,1=общени
0=объединение,1=объединени
0=объявление,1=объявлени
0=объяснение,1=объяснени
0=объятие,1=объяти
0=обыкновение,1=обыкновени
0=огорчение,1=огорчени
0=ограничение,1=ограничени
0=одобрение,1=одобрени
0=оживление,1=оживлени
0=ожидание,1=ожидани
0=оздоровление,1=оздоровлени
0=оказание,1=оказани
0=окисление,1=окислени
0=окончание,1=окончани
0=окружение,1=окружени
0=опасение,1=опасени
0=описание,1=описани
0=опоздание,1=опоздани
0=оправдание,1=оправдани
0=определение,1=определени
0=опьянение,1=опьянени
0=орудие,1=оруди
0=оружие,1=оружи
0=освещение,1=освещени
0=освобождение,1=освобождени
0=освоение,1=освоени
0=оскорбление,1=оскорблени
0=ослабление,1=ослаблени
0=осложнение,1=осложнени
0=осмысление,1=осмыслени
0=оснащение,1=оснащени
0=основание,1=основани
0=осознание,1=осознани
0=осуждение,1=осуждени
0=осуществление,1=осуществлени
0=отверстие,1=отверсти
0=отвращение,1=отвращени
0=отделение,1=отделени
0=отклонение,1=отклонени
0=откровение,1=откровени
0=открытие,1=открыти
0=отличие,1=отличи
0=отложение,1=отложени
0=отношение,1=отношени
0=отопление,1=отоплени
0=отправление,1=отправлени
0=отравление,1=отравлени
0=отражение,1=отражени
0=отрицание,1=отрицани
0=отступление,1=отступлени
0=отсутствие,1=отсутстви
0=отчаяние,1=отчаяни
0=отчисление,1=отчислени
0=отчуждение,1=отчуждени
0=оформление,1=оформлени
0=охлаждение,1=охлаждени
0=очертание,1=очертани
0=очищение,1=очищени
0=ощущение,1=ощущени
0=падение,1=падени
0=пение,1=пени
0=передвижение,1=передвижени
0=переживание,1=переживани
0=перемещение,1=перемещени
0=перераспределение,1=перераспределени
0=пересечение,1=пересечени
0=перечисление,1=перечислени
0=писание,1=писани
0=питание,1=питани
0=плавание,1=плавани
0=планирование,1=планировани
0=побуждение,1=побуждени
0=поведение,1=поведени
0=повествование,1=повествовани
0=повреждение,1=повреждени
0=повторение,1=повторени
0=повышение,1=повышени
0=погашение,1=погашени
0=поглощение,1=поглощени
0=погружение,1=погружени
0=подавление,1=подавлени
0=поддержание,1=поддержани
0=подключение,1=подключени
0=подножие,1=подножи
0=подобие,1=подоби
0=подозрение,1=подозрени
0=подписание,1=подписани
0=подражание,1=подражани
0=подразделение,1=подразделени
0=подсознание,1=подсознани
0=подтверждение,1=подтверждени
0=подчинение,1=подчинени
0=пожелание,1=пожелани
0=поздравление,1=поздравлени
0=познание,1=познани
0=показание,1=показани
0=покаяние,1=покаяни
0=поколение,1=поколени
0=покрытие,1=покрыти
0=покушение,1=покушени
0=полномочие,1=полномочи
0=положение,1=положени
0=полугодие,1=полугоди
0=получение,1=получени
0=полушарие,1=полушари
0=пользование,1=пользовани
0=помещение,1=помещени
0=понижение,1=понижени
0=понимание,1=понимани
0=понятие,1=поняти
0=поощрение,1=поощрени
0=попадание,1=попадани
0=пополнение,1=пополнени
0=поражение,1=поражени
0=поручение,1=поручени
0=поселение,1=поселени
0=посещение,1=посещени
0=послание,1=послани
0=последствие,1=последстви
0=послушание,1=послушани
0=пособие,1=пособи
0=постановление,1=постановлени
0=построение,1=построени
0=поступление,1=поступлени
0=потребление,1=потреблени
0=потрясение,1=потрясени
0=похищение,1=похищени
0=почтение,1=почтени
0=появление,1=появлени
0=правление,1=правлени
0=правонарушение,1=правонарушени
0=правоотношение,1=правоотношени
0=православие,1=православи
0=правосудие,1=правосуди
0=празднование,1=праздновани
0=пребывание,1=пребывани
